"Reporting Starts","Reporting Ends","Ad Name","Ad Delivery",Bid,"Bid Type","Ad Set Budget","Ad Set Budget Type","Amount Spent (USD)",Ends,"Website Purchases","Website Purchase ROAS (Return on Ad Spend)",Starts,"Campaign ID","Ad Set ID","Ad ID",Reach,Frequency,Impressions,"Ad Set Delivery","Clicks (All)","CPC (All) (USD)","CTR (All)","CPM (Cost per 1,000 Impressions) (USD)","Cost per 1,000 People Reached (USD)",ThruPlays,"Video Plays at 25%","Video Plays at 50%","Video Plays at 75%","Video Average Play Time","Video Plays","CTR (Link Click-Through Rate)","Unique CTR (Link Click-Through Rate)","Unique CTR (All)","CPC (Cost per Link Click) (USD)","Cost per Unique Link Click (USD)","Campaign Name","Ad Set Name"
2015-06-15,2021-03-08,"12.5_5 Days 5 Gifts Day 2 Static_Desktop/Mobile/IG_Offer Page Visitors_WCA_4) Static_6) oCPM Conversion",not_delivering,550,ABSOLUTE_OCPM,95,Lifetime,57.42,2017-12-05,,,2017-12-05,6048885993742,6083462848342,6083462868942,1424,1.0463483146067,1490,inactive,16,3.58875,1.0738255,38.53691275,40.32303371,,,,,00:00:00,,0.40268456375839,0.42134831460674,1.12359551,9.57,9.57,DR_Retargeting,"12.5_5 Days 5 Gifts Day 2 Static_Desktop/Mobile/IG_Offer Page Visitors_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"12.5_5 Days 5 Gifts Day 2 Static_Desktop/Mobile/IG_Murad.com Time Spent Top 10%_WCA_4) Static_6) oCPM Conversion",not_delivering,550,ABSOLUTE_OCPM,115,Lifetime,72.21,2017-12-05,4,8.17684531,2017-12-05,6048885993742,6083462853942,6083462878942,1756,1.0415717539863,1829,inactive,22,3.28227273,1.20284308,39.48059049,41.12186788,,,,,00:00:00,,0.76544559868781,0.68337129840547,0.96810934,5.15785714,6.0175,DR_Retargeting,"12.5_5 Days 5 Gifts Day 2 Static_Desktop/Mobile/IG_Murad.com Time Spent Top 10%_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"12.6_5 Days 5 Gifts Day 3 Static_Desktop/Mobile/IG_Site Visitors 30 Days_WCA_4) Static_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,40,Lifetime,40,2017-12-06,,,2017-12-06,6048885993742,6083513180742,6083513188342,1590,1.0540880503145,1676,inactive,31,1.29032258,1.849642,23.86634845,25.1572327,,,,,00:00:00,,1.4319809069212,1.3207547169811,1.69811321,1.66666667,1.9047619,DR_Retargeting,"12.6_5 Days 5 Gifts Day 3 Static_Desktop/Mobile/IG_Site Visitors 30 Days_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"12.6_5 Days 5 Gifts Day 3 Static_Desktop/Mobile/IG_Offer Page Visitors LAL 1%_LAL_4) Static_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,10,Lifetime,10,2017-12-06,,,2017-12-06,6048885993742,6083513181142,6083513193342,587,1.0085178875639,592,inactive,8,1.25,1.35135135,16.89189189,17.03577513,,,,,00:00:00,,0.67567567567568,0.51107325383305,1.02214651,2.5,3.33333333,DR_Retargeting,"12.6_5 Days 5 Gifts Day 3 Static_Desktop/Mobile/IG_Offer Page Visitors LAL 1%_LAL_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"12.6_5 Days 5 Gifts Day 3 Static_Desktop/Mobile/IG_Murad.com Time Spent Top 10%_WCA_4) Static_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,40,Lifetime,40,2017-12-06,2,3.325,2017-12-06,6048885993742,6083513183942,6083513195942,1398,1.0708154506438,1497,inactive,17,2.35294118,1.13560454,26.72010688,28.61230329,,,,,00:00:00,,0.73480293921176,0.78683834048641,1.14449213,3.63636364,3.63636364,DR_Retargeting,"12.6_5 Days 5 Gifts Day 3 Static_Desktop/Mobile/IG_Murad.com Time Spent Top 10%_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"12.6_5 Days 5 Gifts Day 3 Static_Desktop/Mobile/IG_Shopping Cart Abandoners 60 days_WCA_4) Static_6) oCPM Conversion",not_delivering,0,ABSOLUTE_OCPM,80,Lifetime,80,2017-12-06,6,2.975,2017-12-06,6048885993742,6083513185942,6083513200742,1897,1.1386399578281,2160,inactive,45,1.77777778,2.08333333,37.03703704,42.17185029,,,,,00:00:00,,1.6666666666667,1.7923036373221,2.16130733,2.22222222,2.35294118,DR_Retargeting,"12.6_5 Days 5 Gifts Day 3 Static_Desktop/Mobile/IG_Shopping Cart Abandoners 60 days_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"12.7_5 Days 5 Gifts Day 4_Desktop/Mobile/IG_Shopping Cart Abandoners 60 days_WCA_4) Static_6) oCPM Conversion",not_delivering,0,ABSOLUTE_OCPM,100,Lifetime,100,2017-12-07,2,1.88,2017-12-07,6048885993742,6083579673742,6083579906542,1769,1.1509327303561,2036,inactive,22,4.54545455,1.0805501,49.11591356,56.52911249,,,,,00:00:00,,0.88408644400786,0.90446579988694,1.13058225,5.55555556,6.25,DR_Retargeting,"12.7_5 Days 5 Gifts Day 4_Desktop/Mobile/IG_Shopping Cart Abandoners 60 days_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"12.7_5 Days 5 Gifts Day 4_Desktop/Mobile/IG_Site Visitors 30 Days_WCA_4) Static_6) oCPM Conversion",not_delivering,0,ABSOLUTE_OCPM,90,Lifetime,90,2017-12-07,2,1.88888889,2017-12-07,6048885993742,6083579674942,6083579935542,2121,1.0660066006601,2261,inactive,27,3.33333333,1.19416188,39.80539584,42.43281471,,,,,00:00:00,,0.84033613445378,0.75436115040075,1.03724658,4.73684211,5.625,DR_Retargeting,"12.7_5 Days 5 Gifts Day 4_Desktop/Mobile/IG_Site Visitors 30 Days_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"12.7_5 Days 5 Gifts Day 4_Desktop/Mobile/IG_Offer Page Visitors_WCA_4) Static_6) oCPM Conversion",not_delivering,0,ABSOLUTE_OCPM,71.27,Lifetime,71.27,2017-12-07,1,1.83737898,2017-12-07,6048885993742,6083579679342,6083579985142,1918,1.1173096976017,2143,inactive,25,2.8508,1.16658889,33.25711619,37.15849844,,,,,00:00:00,,0.55996266915539,0.52137643378519,1.14702815,5.93916667,7.127,DR_Retargeting,"12.7_5 Days 5 Gifts Day 4_Desktop/Mobile/IG_Offer Page Visitors_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"12.7_5 Days 5 Gifts Day 4_Desktop/Mobile/IG_Murad.com Time Spent Top 10%_WCA_4) Static_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,100,Lifetime,100,2017-12-07,6,4.3095,2017-12-07,6048885993742,6083579683342,6083580025342,2477,1.114251110214,2760,inactive,30,3.33333333,1.08695652,36.23188406,40.37141704,,,,,00:00:00,,0.79710144927536,0.76705692369802,1.00928543,4.54545455,5.26315789,DR_Retargeting,"12.7_5 Days 5 Gifts Day 4_Desktop/Mobile/IG_Murad.com Time Spent Top 10%_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"12.8_5 Days 5 Gifts Day 5 Static_Desktop/Mobile/IG_Site Visitors 30 Days_WCA_4) Static_6) oCPM Conversion",not_delivering,0,ABSOLUTE_OCPM,90,Lifetime,90,2017-12-08,,,2017-12-08,6048885993742,6083623537742,6083623556542,2889,1.0692281066113,3089,inactive,47,1.91489362,1.521528,29.1356426,31.15264798,,,,,00:00:00,,1.133052767886,1.1768778123918,1.48840429,2.57142857,2.64705882,DR_Retargeting,"12.8_5 Days 5 Gifts Day 5 Static_Desktop/Mobile/IG_Site Visitors 30 Days_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"12.8_5 Days 5 Gifts Day 5 Static_Desktop/Mobile/IG_Offer Page Visitors_WCA_4) Static_6) oCPM Conversion",not_delivering,0,ABSOLUTE_OCPM,47,Lifetime,47,2017-12-08,,,2017-12-08,6048885993742,6083623544742,6083623569542,1364,1.0909090909091,1488,inactive,18,2.61111111,1.20967742,31.58602151,34.45747801,,,,,00:00:00,,0.94086021505376,0.87976539589443,1.02639296,3.35714286,3.91666667,DR_Retargeting,"12.8_5 Days 5 Gifts Day 5 Static_Desktop/Mobile/IG_Offer Page Visitors_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"12.8_5 Days 5 Gifts Day 5 Static_Desktop/Mobile/IG_Shopping Cart Abandoners 60 days_WCA_4) Static_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,80,Lifetime,80,2017-12-08,4,5.604375,2017-12-08,6048885993742,6083623551542,6083623575342,1706,1.158264947245,1976,inactive,26,3.07692308,1.31578947,40.48582996,46.8933177,,,,,00:00:00,,1.0121457489879,1.0550996483001,1.34818288,4,4.44444444,DR_Retargeting,"12.8_5 Days 5 Gifts Day 5 Static_Desktop/Mobile/IG_Shopping Cart Abandoners 60 days_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"12.8_5 Days 5 Gifts Day 5 Static_Desktop/Mobile/IG_Murad.com Time Spent Top 10%_WCA_4) Static_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,65,Lifetime,65,2017-12-08,1,1.23076923,2017-12-08,6048885993742,6083623546342,6083623577742,1906,1.1054564533054,2107,inactive,16,4.0625,0.75937352,30.84954912,34.10283316,,,,,00:00:00,,0.56953013763645,0.6295907660021,0.83945435,5.41666667,5.41666667,DR_Retargeting,"12.8_5 Days 5 Gifts Day 5 Static_Desktop/Mobile/IG_Murad.com Time Spent Top 10%_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"12.11_Instant Savings $10 off $50 7484 Static_Desktop/Mobile/IG_Murad.com Time Spent Top 10%_WCA_4) Static_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,100,Daily,306.16,2017-12-13,14,5.19973217,2017-12-11,6048885993742,6083689460942,6083689478142,5840,1.7743150684932,10362,inactive,59,5.18915254,0.56938815,29.54641961,52.42465753,,,,,00:00:00,,0.29917004439297,0.47945205479452,0.89041096,9.87612903,10.93428571,DR_Retargeting,"12.11_Instant Savings $10 off $50 7484 Static_Desktop/Mobile/IG_Murad.com Time Spent Top 10%_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"12.11_Instant Savings $10 off $50 7484 Static_Desktop/Mobile/IG_Offer Page Visitors_WCA_4) Static_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,80,Daily,267.61,2017-12-13,14,5.19786256,2017-12-11,6048885993742,6083689464342,6083689480542,5720,1.616958041958,9249,inactive,58,4.61396552,0.62709482,28.9339388,46.78496503,,,,,00:00:00,,0.32435939020435,0.45454545454545,0.87412587,8.92033333,10.29269231,DR_Retargeting,"12.11_Instant Savings $10 off $50 7484 Static_Desktop/Mobile/IG_Offer Page Visitors_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"12.11_Instant Savings $10 off $50 7484 Static_Desktop/Mobile/IG_Shopping Cart Abandoners 60 days_WCA_4) Static_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,120,Daily,338.43,2017-12-13,21,4.47640576,2017-12-11,6048885993742,6083689467342,6083689484742,4457,1.8059232667714,8049,inactive,58,5.835,0.72058641,42.04621692,75.93224142,,,,,00:00:00,,0.36029320412474,0.62822526363024,1.12183083,11.67,12.08678571,DR_Retargeting,"12.11_Instant Savings $10 off $50 7484 Static_Desktop/Mobile/IG_Shopping Cart Abandoners 60 days_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"12.11_Instant Savings $10 off $50 7484 Static_Desktop/Mobile/IG_Site Visitors 30 Days_WCA_4) Static_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,135,Daily,379.84,2017-12-13,10,2.32439975,2017-12-11,6048885993742,6083689462942,6083689487742,8084,1.4182335477486,11465,inactive,96,3.95666667,0.83733101,33.13039686,46.98664028,,,,,00:00:00,,0.46227649367641,0.59376546264226,1.05145967,7.16679245,7.91333333,DR_Retargeting,"12.11_Instant Savings $10 off $50 7484 Static_Desktop/Mobile/IG_Site Visitors 30 Days_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"12.14_Free Priority Shipping Static_Desktop/Mobile/IG_Shopping Cart Abandoners 60 days_WCA_4) Static_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,100,Daily,297.91,2017-12-16,10,4.30650196,2017-12-14,6048885993742,6083885549542,6083885561342,3715,1.7292059219381,6424,inactive,49,6.07979592,0.76276463,46.374533,80.19111709,,,,,00:00:00,,0.38916562889166,0.59219380888291,1.23822342,11.9164,13.54136364,DR_Retargeting,"12.14_Free Priority Shipping Static_Desktop/Mobile/IG_Shopping Cart Abandoners 60 days_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"12.14_Free Priority Shipping Static_Desktop/Mobile/IG_Murad.com Time Spent Top 10%_WCA_4) Static_6) oCPM Conversion",not_delivering,0,ABSOLUTE_OCPM,125,Daily,341.7,2017-12-16,9,2.97922154,2017-12-14,6048885993742,6083885547342,6083885563742,5823,1.5747896273399,9170,inactive,65,5.25692308,0.70883315,37.26281352,58.68109222,,,,,00:00:00,,0.40348964013086,0.60106474325949,1.06474326,9.23513514,9.76285714,DR_Retargeting,"12.14_Free Priority Shipping Static_Desktop/Mobile/IG_Murad.com Time Spent Top 10%_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"12.14_Free Priority Shipping Static_Desktop/Mobile/IG_Site Visitors 30 Days_WCA_4) Static_6) oCPM Conversion",not_delivering,0,ABSOLUTE_OCPM,115,Daily,310.95,2017-12-16,2,0.81685158,2017-12-14,6048885993742,6083885550742,6083885566942,6220,1.4101286173633,8771,inactive,82,3.79207317,0.9348991,35.45205792,49.99196141,,,,,00:00:00,,0.69547372021434,0.83601286173633,1.18971061,5.09754098,5.97980769,DR_Retargeting,"12.14_Free Priority Shipping Static_Desktop/Mobile/IG_Site Visitors 30 Days_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"10.13_Holiday 85 GWP 7142_Desktop/Mobile/IG_Murad Email Subscribers_CA_4) Static_6) oCPM Conversion",not_delivering,0,ABSOLUTE_OCPM,10.63,Daily,161.49,2017-12-31,4,1.27531116,2017-10-13,6048885993742,6080449192942,6080449301542,10367,1.5367994598244,15932,inactive,66,2.44681818,0.41426061,10.13620387,15.57731263,,,,,00:00:00,,0.22596033140849,0.32796373106974,0.56911353,4.48583333,4.74970588,DR_Retargeting,"10.13_Holiday 85 GWP 7142_Desktop/Mobile/IG_Murad Email Subscribers_CA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"10.13_Holiday - Gift Card - 7235_Desktop/Mobile/IG_Offer Page Visitors_WCA_4) Static_6) oCPM Conversion",not_delivering,0,ABSOLUTE_OCPM,3.67,Daily,99.32,2017-12-31,1,1.00684656,2017-10-13,6048885993742,6080449195342,6080449303942,2841,1.5501583949314,4404,inactive,21,4.72952381,0.47683924,22.55222525,34.9595213,,,,,00:00:00,,0.24977293369664,0.31678986272439,0.6687786,9.02909091,11.03555556,DR_Retargeting,"10.13_Holiday - Gift Card - 7235_Desktop/Mobile/IG_Offer Page Visitors_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"10.13_Holiday Online-Exclusives 7106_Desktop/Mobile/IG_Murad Email Subscribers_CA_4) Static_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,4.15,Daily,117.11,2017-12-31,2,0.90513193,2017-10-13,6048885993742,6080449179742,6080449307742,8222,1.2467769399173,10251,inactive,38,3.08184211,0.37069554,11.42425129,14.24349307,,,,,00:00:00,,0.2243683543069,0.25541230844077,0.4013622,5.09173913,5.57666667,DR_Retargeting,"10.13_Holiday Online-Exclusives 7106_Desktop/Mobile/IG_Murad Email Subscribers_CA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"10.13_Holiday 125 GWP 7143_Desktop/Mobile/IG_Site Visitors 30 Days_WCA_4) Static_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,31.97,Daily,2633.11,2017-12-31,63,2.1395612,2017-10-13,6048885993742,6080449196542,6080449311942,35190,3.7706450696221,132689,inactive,1089,2.41791552,0.82071611,19.8442222,74.82551861,,,,,00:00:00,,0.48609907377401,1.591361182154,2.60301222,4.08234109,4.70198214,DR_Retargeting,"10.13_Holiday 125 GWP 7143_Desktop/Mobile/IG_Site Visitors 30 Days_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"10.13_Holiday 85 GWP 7142_Desktop/Mobile/IG_Add To Cart_WCA_4) Static_6) oCPM Conversion",not_delivering,0,ABSOLUTE_OCPM,1.34,Daily,18.59,2017-12-31,1,3.4965035,2017-10-13,6048885993742,6080449201742,6080449319342,469,1.5565031982942,730,inactive,5,3.718,0.68493151,25.46575342,39.63752665,,,,,00:00:00,,0.54794520547945,0.63965884861407,0.85287846,4.6475,6.19666667,DR_Retargeting,"10.13_Holiday 85 GWP 7142_Desktop/Mobile/IG_Add To Cart_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"10.13_Holiday 85 GWP 7142_Desktop/Mobile/IG_Murad.com Time Spent Top 10%_WCA_4) Static_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,20,Daily,177.22,2017-12-31,7,3.58311703,2017-10-13,6048885993742,6080449202942,6080449321942,5285,1.5116367076632,7989,inactive,49,3.61673469,0.61334335,22.18300163,33.53263955,,,,,00:00:00,,0.38803354612592,0.54872280037843,0.88930937,5.71677419,6.11103448,DR_Retargeting,"10.13_Holiday 85 GWP 7142_Desktop/Mobile/IG_Murad.com Time Spent Top 10%_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"10.13_Oct. Double-Samples 7105 Static_Desktop/Mobile/IG/FAN_Murad.com Time Spent Top 10%_WCA_4) Static_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,125,Daily,302.39,2017-10-15,9,2.05678098,2017-10-13,6048885993742,6080451362342,6080451370542,8248,1.5120029097963,12471,inactive,112,2.69991071,0.89808355,24.24745409,36.66222114,,,,,00:00:00,,0.66554406222436,0.8729388942774,1.16391853,3.64325301,4.19986111,DR_Retargeting,"10.13_Oct. Double-Samples 7105 Static_Desktop/Mobile/IG/FAN_Murad.com Time Spent Top 10%_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"10.13_Oct. Double-Samples 7105 Static_Desktop/Mobile/IG/FAN_Add To Cart_WCA_4) Static_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,40,Daily,40.36,2017-10-15,2,1.98216056,2017-10-13,6048885993742,6080451361342,6080451377342,714,1.6358543417367,1168,inactive,6,6.72666667,0.51369863,34.55479452,56.52661064,,,,,00:00:00,,0.34246575342466,0.56022408963585,0.84033613,10.09,10.09,DR_Retargeting,"10.13_Oct. Double-Samples 7105 Static_Desktop/Mobile/IG/FAN_Add To Cart_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"10.13_Oct. Double-Samples 7105 Static_Desktop/Mobile/IG/FAN_Murad Email Subscribers_CA_4) Static_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,15,Daily,44.68,2017-10-15,1,0.85049239,2017-10-13,6048885993742,6080451366342,6080451396742,3388,1.1289846517119,3825,inactive,18,2.48222222,0.47058824,11.68104575,13.18772137,,,,,00:00:00,,0.26143790849673,0.29515938606848,0.53128689,4.468,4.468,DR_Retargeting,"10.13_Oct. Double-Samples 7105 Static_Desktop/Mobile/IG/FAN_Murad Email Subscribers_CA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"10.13_Oct. Double-Samples 7105 Static_Desktop/Mobile/IG/FAN_Site Visitors 30 Days_WCA_4) Static_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,45,Daily,94.06,2017-10-15,3,2.63661493,2017-10-13,6048885993742,6080451367142,6080451400342,4475,1.1959776536313,5352,inactive,62,1.51709677,1.15844544,17.57473842,21.01899441,,,,,00:00:00,,0.8034379671151,0.91620111731844,1.25139665,2.18744186,2.29414634,DR_Retargeting,"10.13_Oct. Double-Samples 7105 Static_Desktop/Mobile/IG/FAN_Site Visitors 30 Days_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"10.13_Oct. Double-Samples 7105 Static_Desktop/Mobile/IG/FAN_Offer Page Visitors_WCA_4) Static_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,45,Daily,134.06,2017-10-15,4,2.58093391,2017-10-13,6048885993742,6080451360542,6080451403542,4371,1.5614275909403,6825,inactive,57,2.35192982,0.83516484,19.64249084,30.67032716,,,,,00:00:00,,0.64468864468864,0.96087851750172,1.18965912,3.04681818,3.19190476,DR_Retargeting,"10.13_Oct. Double-Samples 7105 Static_Desktop/Mobile/IG/FAN_Offer Page Visitors_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"10.20_Oct. Halloween GTL - Deer Video_Desktop/Mobile/IG_Site Visitors 30 Days_WCA_3) Video_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,20,Daily,149.9,2017-10-31,7,4.46864576,2017-10-20,6048885993742,6080914737942,6080914744942,6674,1.3697932274498,9142,inactive,182,0.82362637,1.99081164,16.3968497,22.46029368,,1603,775,377,00:00:03,,1.1485451761103,1.5582858855259,2.44231346,1.42761905,1.44134615,DR_Retargeting,"10.20_Oct. Halloween GTL - Video_Desktop/Mobile/IG_Site Visitors 30 Days_WCA_3) Video_6) oCPM Conversion"
2015-06-15,2021-03-08,"10.20_Oct. Halloween GTL - Fairy Video_Desktop/Mobile/IG_Murad.com Time Spent Top 10%_WCA_3) Video_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,15,Daily,33.9,2017-10-31,,,2017-10-20,6048885993742,6080914722942,6080914747742,1704,1.2153755868545,2071,inactive,36,0.94166667,1.73829068,16.36890391,19.8943662,,606,324,215,00:00:03,,0.82085948816997,0.99765258215962,1.87793427,1.99411765,1.99411765,DR_Retargeting,"10.20_Oct. Halloween GTL - Video_Desktop/Mobile/IG_Murad.com Time Spent Top 10%_WCA_3) Video_6) oCPM Conversion"
2015-06-15,2021-03-08,"10.20_Oct. Halloween GTL - Fairy Video_Desktop/Mobile/IG_Site Visitors 30 Days_WCA_3) Video_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,20,Daily,89.68,2017-10-31,2,2.28479037,2017-10-20,6048885993742,6080914737942,6080914750342,4420,1.2443438914027,5500,inactive,103,0.87067961,1.87272727,16.30545455,20.28959276,,1559,878,560,00:00:03,,0.94545454545455,1.1085972850679,2.01357466,1.72461538,1.83020408,DR_Retargeting,"10.20_Oct. Halloween GTL - Video_Desktop/Mobile/IG_Site Visitors 30 Days_WCA_3) Video_6) oCPM Conversion"
2015-06-15,2021-03-08,"10.20_Oct. Halloween GTL - Deer Video_Desktop/Mobile/IG_Murad.com Time Spent Top 10%_WCA_3) Video_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,15,Daily,132.67,2017-10-31,8,4.80025627,2017-10-20,6048885993742,6080914722942,6080914753142,5166,1.4578010065815,7531,inactive,125,1.06136,1.65980613,17.61651839,25.68137824,,1608,793,386,00:00:03,,1.075554375249,1.5485869144406,2.18737902,1.63790123,1.658375,DR_Retargeting,"10.20_Oct. Halloween GTL - Video_Desktop/Mobile/IG_Murad.com Time Spent Top 10%_WCA_3) Video_6) oCPM Conversion"
2015-06-15,2021-03-08,"10.20_Oct. Halloween GTL - Fairy Video_Desktop/Mobile/IG_Offer Page Visitors_WCA_3) Video_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,35,Daily,105.69,2017-10-31,6,5.95940959,2017-10-20,6048885993742,6080914734542,6080914758142,3652,1.6804490690033,6137,inactive,76,1.39065789,1.23839009,17.22176959,28.94030668,,1637,894,521,00:00:03,,0.57031122698387,0.90361445783133,1.80722892,3.01971429,3.20272727,DR_Retargeting,"10.20_Oct. Halloween GTL - Video_Desktop/Mobile/IG_Offer Page Visitors_WCA_3) Video_6) oCPM Conversion"
2015-06-15,2021-03-08,"10.20_Oct. Halloween GTL - Deer Video_Desktop/Mobile/IG_Offer Page Visitors_WCA_3) Video_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,35,Daily,154.02,2017-10-31,9,5.38891053,2017-10-20,6048885993742,6080914734542,6080914761542,4267,2.0459339114132,8730,inactive,134,1.14940299,1.534937,17.64261168,36.09561753,,1431,677,317,00:00:03,,0.92783505154639,1.8279821888915,2.85915163,1.90148148,1.97461538,DR_Retargeting,"10.20_Oct. Halloween GTL - Video_Desktop/Mobile/IG_Offer Page Visitors_WCA_3) Video_6) oCPM Conversion"
2015-06-15,2021-03-08,"10.20_Oct. Halloween GTL - Fairy Video_Desktop/Mobile/IG_Shopping Cart Abandoners 60 days_WCA_3) Video_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,30,Daily,77.18,2017-10-31,4,5.46579425,2017-10-20,6048885993742,6080914723942,6080914763942,7038,1.1079852230747,7798,inactive,123,0.62747967,1.57732752,9.89740959,10.96618357,,2154,1179,709,00:00:03,,0.70530905360349,0.78147200909349,1.5771526,1.40327273,1.40327273,DR_Retargeting,"10.20_Oct. Halloween GTL - Video_Desktop/Mobile/IG_Shopping Cart Abandoners 60 days_WCA_3) Video_6) oCPM Conversion"
2015-06-15,2021-03-08,"10.20_Oct. Halloween GTL - Deer Video_Desktop/Mobile/IG_Shopping Cart Abandoners 60 days_WCA_3) Video_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,30,Daily,162.58,2017-10-31,6,3.89346783,2017-10-20,6048885993742,6080914723942,6080914766742,14759,1.1324615488854,16714,inactive,372,0.43704301,2.22567907,9.72717482,11.01565147,,3211,1492,655,00:00:03,,0.80770611463444,0.90114506402873,2.37820991,1.2042963,1.22240602,DR_Retargeting,"10.20_Oct. Halloween GTL - Video_Desktop/Mobile/IG_Shopping Cart Abandoners 60 days_WCA_3) Video_6) oCPM Conversion"
2015-06-15,2021-03-08,"10.13_Holiday - Gift Card - 7235_Desktop/Mobile/IG_Shopping Cart Abandoners 60 days_WCA_4) Static_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,1.19,Daily,9.09,2017-12-31,,,2017-10-20,6048885993742,6080972359742,6080972372342,492,1.0121951219512,498,inactive,2,4.545,0.40160643,18.25301205,18.47560976,,,,,00:00:00,,,0,0.40650407,,,DR_Retargeting,"10.13_Holiday - Gift Card - 7235_Desktop/Mobile/IG_Shopping Cart Abandoners 60 days_WCA_4) Static_6) oCPM Conversion"
2015-06-15,2021-03-08,"10.13_Holiday Online-Exclusives 7106_Desktop/Mobile/IG_Shopping Cart Abandoners 60 days_WCA_4) Static_6) oCPM Conversion",inactive,0,ABSOLUTE_OCPM,105.05,Daily,586.45,2017-12-31,22,2.93273084,2017-10-20,6048885993742,6080972358142,6080972374942,45531,1.255232698601,57152,inactive,336,1.7453869,0.58790594,10.2612332,12.88023544,,,,,00:00:00,,0.24671052631579,0.29210867321166,0.69622894,4.15921986,4.4093985,DR_Retargeting,"10.13_Holiday Online-Exclusives 7106_Desktop/Mobile/IG_Shopping Cart Abandoners 60 days_WCA_4) Static_6) oCPM Conversion"
